#timestamp,x,y,z,qw,qx,qy,qz,vx,vy,vz,bgx,bgy,bgz,bax,bay,baz
1575909195412124263,0.0051412448000246547056,-0.0030633724734156451974,-0.011560355416885801511,0.079505796595420674677,0.9840270905435879456,-0.00015935870794101428369,-0.15927802104763463809,0.050977281232267392108,-0.029091793226343830303,-0.11964758368876425576,-0.0070592164993286132812,3.6203120544087141752e-05,-0.003526346525177359581,-0.0019220821938148169306,-0.074655618496596076739,-0.011876209691475958508
1575909195612406509,0.024070876148386943089,-0.0058571886274151867963,0.017320090399414851678,0.035543057065090540025,0.98686238571870843472,0.0061787500353963640057,-0.15748379534430423377,0.13032917256951206952,-0.025369637398859709587,0.09490816669244903081,-0.0092177719500957135124,-0.0081221663727016665119,-0.0056912691376843939361,-0.086916890616198630437,-0.061727487890082595456,0.025077864620238685123
1575909195845789840,0.0092627025365595652695,-0.00027320622958120627244,-0.0062327113343169579518,0.05046978672087565343,0.98127976369920932864,0.008207954321947166787,-0.18567567279700789018,-2.6993346104370319338e-05,5.9172453356785836842e-05,-3.7765900699593402123e-05,-0.004459021897052171772,-0.0030935664033550705487,-0.002297006639593597143,0.34797236018873228813,-0.014828070659216395499,0.010787739248908731482
1575909196078844271,0.0043027877238323609943,-0.0025610408346471401353,-0.0014346167176932014126,0.048233070969188933386,0.97262909384889784103,0.011937773887498519601,-0.22698833938809220845,1.9222182722787584108e-05,-2.7924368189991000122e-07,2.3459055916136284381e-05,-0.0042640504456796469654,-0.0020388742713587319072,-0.002179468875809385895,0.20514782808581200069,0.026300421630583603605,-0.084827371058602427101
1575909196279335950,0.0048823744627528586904,-0.0023904517363810637992,-0.0010084794817654244882,0.047781519129922726818,0.96872777106957230764,0.012615563363666761412,-0.24315484685531565945,3.0687147855776829297e-06,-1.9839354366777008738e-06,-1.679393262647146598e-06,-0.0040199756306149615759,-0.0016482620543909693236,-0.0021938309848083198741,0.1964971211130253359,0.025680318758001859786,-0.082768685941664935091
1575909196479512651,0.0049869857136601945108,-0.002337011150796940856,-0.0010633891470604788995,0.047737117424256916842,0.96772472329639602773,0.012594757710021683636,-0.24712628273650283361,-6.8197321721756749835e-06,-2.5028879304667128736e-06,-1.6833899149021141171e-06,-0.0038488741292888126871,-0.0013758460632528907858,-0.0021042338984574946587,0.19594279816291629293,0.02865762126470789567,-0.082035344590634773354
1575909196679513219,0.0049788218764719371565,-0.002303252426940817759,-0.0010485084558985685414,0.047740010668881192879,0.96771338471333578912,0.012581626708774535858,-0.2471707893286645974,1.642605082728871603e-06,-2.8221031871717734826e-06,-1.6096008488275786313e-06,-0.0038136425130405608892,-0.0013302732064480939523,-0.0022170692614131405976,0.20169450016720080754,0.027980799802658402192,-0.081378098922396932546
1575909196879529982,0.0049984070088643492089,-0.0022852889323116088935,-0.0010013909387376689845,0.047738437104798907284,0.96771204807712285501,0.012568600101100401573,-0.24717698905980217683,-2.0014463666301373149e-06,-7.6297552267735792991e-07,-4.5694121344500379265e-06,-0.0038456705847077264984,-0.0012275613473150483092,-0.0022765429022188650443,0.20004192620620628307,0.023029030088955626532,-0.080248226476398981655
1575909197112978883,0.0049841199685061827671,-0.0023193019575507276865,-0.0010079622613486975084,0.047735021611619812831,0.96770814079542688546,0.012560535084876070858,-0.24719335530790004229,2.140719126759798533e-06,3.1058735937470292876e-06,2.7561019070074894641e-07,-0.0039026233188218292097,-0.001138438663501594025,-0.0023091070529020702243,0.20292655826974587141,0.026680833009451843107,-0.08021011949011480624
1575909197346485932,0.0049962010604797831015,-0.0023257475694053795882,-0.0010451838212284351743,0.047727719914824030811,0.9677228947167124673,0.012577203395195281355,-0.24713615224728752162,-1.8222757524813523386e-06,7.1622835191766792695e-07,3.4044765888042115808e-06,-0.0040022361861050967727,-0.0011590749713578220401,-0.0021246799207556882512,0.1988250999303294575,0.022138624053085243643,-0.079639241838268690077
