#timestamp_kf,x,y,z,qw,qx,qy,qz,vx,vy,vz
1575909195412124263,0.0051412448000246547056,-0.0030633724734156447637,-0.011560355416885801511,0.079505796595420674677,0.9840270905435879456,-0.00015935870794101604552,-0.15927802104763463809,0.050977281232267392108,-0.029091793226343823364,-0.119647583688764228
1575909195612406509,0.019601797458105103128,-0.010572750228885756385,-0.045165880155003973462,0.079172935443513572928,0.98404597655512004994,-0.00036473048749958693554,-0.15932680028987139531,0.1020416293963622989,-0.050539511338309660304,-0.23294416440886886455
1575909195845789840,0.063173896111598570879,-0.013660666444107811418,0.04535283135533824117,0.034986382169092319905,0.98702615253794645511,0.0056692321331433242343,-0.15659880930542555144,0.2185134337120405168,-0.044449832772055844488,0.15528620347425547976
1575909196078844271,0.0072378021831114337792,-0.0010339064890601025459,-0.0038129814402721958801,0.050411220391820929509,0.98133631366430063014,0.0081981644025236593415,-0.18539292986194833013,-0.018217054186345768563,-0.00676428557778028898,0.021856789865759510688
1575909196279335950,0.004063832370779142493,-0.0025333572074716795633,-0.0014343366858142287887,0.048151642728448594555,0.97266397375330648778,0.011928217329654152573,-0.22685663114909165872,-0.0021833863794504023564,7.0156559489038523934e-05,-0.00032302962853697855415
1575909196479512651,0.0048720978722169815123,-0.0024208765673981460197,-0.00095982261588077274518,0.047717415304134376541,0.96876039227204158166,0.012568134657068239998,-0.2430398992611176312,-0.00078732815617485593304,-0.00056260167135575964333,0.0003030538379014844296
1575909196679513219,0.0050531160712145991795,-0.0022943263702113760559,-0.0011050818815884603814,0.047705672843590972432,0.96773059774752445694,0.012646242776122728832,-0.24710672088271132263,0.00076718197844098450985,0.00011712175987111411615,-0.00053252669026040825619
1575909196879529982,0.0049484959338099397674,-0.0022025365718362902891,-0.0010087821691905170165,0.047748728344163014758,0.96772699857714949978,0.012622034256831636545,-0.24711373781640713632,-0.00054071740405706853177,0.00089381188745237829217,-0.00010342977428538492829
1575909197112978883,0.0050349430277544212145,-0.002405891396117112481,-0.0010349097224644813412,0.047769093629100617404,0.96772479770157238121,0.012601512212848489311,-0.24711946806606319149,0.00045722059711237288257,-0.00079210768274365231465,-0.00028659339527556696933
1575909197346485932,0.0049184195174389894883,-0.0022114775584633271192,-0.0010389332359594014542,0.04784079056484553949,0.96770254127049881721,0.012446034484428908362,-0.2472006201496289024,-0.0006484967652045719403,0.00098685298163393134381,-9.823296602745884966e-05
